,Material,ICSD number,GGA gap,HSE gap,Atomic mass,Atomic no,Atomic orbitals_1s,Atomic orbitals_2s,Atomic orbitals_2p,Atomic orbitals_3s,Atomic orbitals_3p,Atomic orbitals_3d,Atomic orbitals_4s,Atomic orbitals_4p,Atomic orbitals_4d,Atomic orbitals_4f,Atomic orbitals_5s,Atomic orbitals_5p,Atomic orbitals_5d,Atomic orbitals_5f,Atomic orbitals_6s,Atomic orbitals_6p,Atomic orbitals_6d,Atomic orbitals_7s,Atomic radius,Atomic radius calculated,Boiling point,Brinell hardness,Bulk modulus,Coefficient of linear thermal epansion,Common oxidation states_-4,Common oxidation states_-3,Common oxidation states_-2,Common oxidation states_-1,Common oxidation states_0,Common oxidation states_1,Common oxidation states_2,Common oxidation states_3,Common oxidation states_4,Common oxidation states_5,Common oxidation states_6,Common oxidation states_7,Critical temperature,Density of solid,Electrical resistivity,Unnamed: 45,Ionic radii_-3,Ionic radii_-2,Ionic radii_-1,Ionic radii_0,Ionic radii_1,Ionic radii_2,Ionic radii_3,Ionic radii_4,Ionic radii_5,Ionic radii_6,Ionic radii_7,Ionic radii_8,Liquid range,Melting point,Mendeleev no,Mineral hardness,Molar volume,Unnamed: 63,Oxidation states_-4,Oxidation states_-3,Oxidation states_-2,Oxidation states_-1,Oxidation states_0,Oxidation states_1,Oxidation states_2,Oxidation states_3,Oxidation states_4,Oxidation states_5,Oxidation states_6,Oxidation states_7,Oxidation states_8,Poissons ratio,Reflectivity,Refractive index,Rigidity modulus,Superconduction temperature,Thermal conductivity,Van der waals radius,Velocity of sound,Vickers hardness,X,Youngs modulus,Metallic radius,iupac_ordering,IUPAC ordering,ICSD oxidation states_-4,ICSD oxidation states_-3,ICSD oxidation states_-2,ICSD oxidation states_-1,ICSD oxidation states_0,ICSD oxidation states_1,ICSD oxidation states_2,ICSD oxidation states_3,ICSD oxidation states_4,ICSD oxidation states_5,ICSD oxidation states_6,ICSD oxidation states_7,Unnamed: 103,Unnamed: 104,NMR Quadrupole Moment_3,Max oxidation state,Min oxidation state,Ionic radii hs_2,Ionic radii hs_3,Ionic radii hs_4,Ionic radii ls_2,Ionic radii ls_3,Ionic radii ls_4,Ionic radii ls_5,Ionic radii ls_6,Ionic radii ls_7
72,Hg,104296,0,,200.59,80.0,-2755.022637,-461.27864000000005,-443.84867599999995,-108.597921,-100.32803100000001,-84.84549200000001,-23.222921,-19.636187,-13.019221,-4.110291,-3.423486,-2.261975,-0.45255200000000007,,-0.20513699999999999,,,,1.5,1.71,629.88,,25.0,,,,,,,1.0,1.0,,,,,,1750.0,,96.0,,,,,,1.33,1.16,,,,,,,395.56,234.32,74.0,1.5,14.09,,,,,,,1.0,1.0,,1.0,,,,,,0.73,1.000933,,3.95,8.3,1.55,1407.0,,2.0,,1.51,74.0,74.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
73,Ge,173890,0,,72.64,32.0,-396.29299100000003,-49.055282,-43.720129,-5.9614720000000005,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.87,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
74,Rb,109013,0,,85.4678,37.0,-540.957115,-71.291202,-64.784678,-10.513861,-8.165416,-3.915508,-1.135051,-0.59217,,,-0.085375,,,,,,,,2.35,2.65,961.0,0.21600000000000003,2.5,,,,,,,1.0,,,,,,,2093.0,1532.0,13.3,,,,,,1.66,,,,,,,,648.54,312.46,9.0,0.3,55.76,,,,,,,1.0,,,,,,,,,,,,,58.0,3.03,1300.0,,0.82,2.4,2.537,8.0,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
76,Se,659254,0,,78.96,34.0,-451.300258,-57.311948,-51.514388000000004,-7.547186,-5.553517,-2.011392,-0.6212479999999999,-0.245806,,,,,,,,,,,1.15,1.03,958.0,736.0,8.3,,,,1.0,,,,1.0,,1.0,,1.0,,1766.0,4819.0,,,,1.84,,,,,,0.64,,0.56,,,464.0,494.0,93.0,2.0,16.42,,,,1.0,,,,1.0,,1.0,,1.0,,,0.33,,1.000895,3.7,,0.52,1.9,3350.0,,2.55,10.0,,95.0,95.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
77,Nb,151406,0,,92.90638,41.0,-673.76253,-92.74086,-85.272175,-15.393726999999998,-12.552855000000001,-7.339839,-2.036693,-1.250049,-0.125252,,-0.144272,,,,,,,,1.45,1.98,5017.0,736.0,170.0,7.3,,,,,,,,,,1.0,,,,8570.0,15.2,,,,,,,,0.86,0.82,0.78,,,,2267.0,2750.0,53.0,6.0,10.83,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,0.4,,,38.0,9.25,54.0,,3480.0,1320.0,1.6,105.0,1.473,54.0,54.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
78,Rb,109016,0,,85.4678,37.0,-540.957115,-71.291202,-64.784678,-10.513861,-8.165416,-3.915508,-1.135051,-0.59217,,,-0.085375,,,,,,,,2.35,2.65,961.0,0.21600000000000003,2.5,,,,,,,1.0,,,,,,,2093.0,1532.0,13.3,,,,,,1.66,,,,,,,,648.54,312.46,9.0,0.3,55.76,,,,,,,1.0,,,,,,,,,,,,,58.0,3.03,1300.0,,0.82,2.4,2.537,8.0,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
80,Ru,40354,0,,101.07,44.0,-782.918621,-110.53605400000001,-102.333649,-19.366692,-16.145217000000002,-10.195668,-2.6283630000000002,-1.6675490000000002,-0.210375,,-0.152834,,,,,,,,1.3,1.78,4423.0,2160.0,220.0,6.4,,,,,,,,1.0,1.0,,,,,12370.0,7.1,,,,,,,,0.82,0.76,0.705,,0.52,0.5,1816.0,2607.0,62.0,6.5,8.17,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,,,173.0,0.49,120.0,,5970.0,,2.2,447.0,1.339,63.0,63.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
81,Pd,52251,0,,106.42,46.0,-860.134909,-123.105078,-114.408286,-22.060898,-18.580798,-12.132197,-2.889173,-1.8152150000000002,-0.160771,,,,,,,,,,1.4,1.69,3236.0,37.3,180.0,11.8,,,,,,,1.0,,1.0,,,,,12023.0,10.8,,,,,,0.73,1.0,0.9,0.755,,,,,1407.95,1828.05,69.0,4.75,8.56,,,,,,,,1.0,,1.0,,,,,0.39,0.72,,44.0,,72.0,1.63,3070.0,461.0,2.2,121.0,1.376,69.0,69.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
82,Sb,42678,0,,121.76,51.0,-1070.8234949999999,-159.171745,-149.214271,-31.098242,-26.956184000000004,-19.239895,-5.04964,-3.646579,-1.2973379999999999,,-0.44560500000000003,-0.185623,,,,,,,1.45,1.33,1860.0,294.0,42.0,11.0,,1.0,,,,,,1.0,,1.0,,,,6697.0,40.0,,,,,,,,0.9,,0.76,,,,956.22,903.78,88.0,3.0,18.19,,,1.0,,,,,,1.0,,1.0,,,,,0.55,,20.0,,24.0,2.06,3420.0,,2.05,55.0,1.61,88.0,88.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
84,Hg,56897,0,,200.59,80.0,-2755.022637,-461.27864000000005,-443.84867599999995,-108.597921,-100.32803100000001,-84.84549200000001,-23.222921,-19.636187,-13.019221,-4.110291,-3.423486,-2.261975,-0.45255200000000007,,-0.20513699999999999,,,,1.5,1.71,629.88,,25.0,,,,,,,1.0,1.0,,,,,,1750.0,,96.0,,,,,,1.33,1.16,,,,,,,395.56,234.32,74.0,1.5,14.09,,,,,,,1.0,1.0,,1.0,,,,,,0.73,1.000933,,3.95,8.3,1.55,1407.0,,2.0,,1.51,74.0,74.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
85,D,28338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,O,15535,0,,15.9994,8.0,-18.758245000000002,-0.8713620000000001,-0.338381,,,,,,,,,,,,,,,,0.6,0.48,90.2,,,,,,1.0,,,,,,,,,,154.6,,,,,1.26,,,,,,,,,,,35.4,54.8,101.0,,17.36,,,,1.0,1.0,,1.0,1.0,,,,,,,,,1.000271,,,0.02658,1.52,317.5,,3.44,,,97.0,97.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
91,Re,650069,0,,186.207,75.0,-2407.665572,-397.08770699999997,-380.982869,-91.14919300000001,-83.634578,-69.57676,-18.454325,-15.295495,-9.516816,-1.92508,-2.567348,-1.631227,-0.258639,,-0.186859,,,,1.35,1.88,5869.0,1320.0,370.0,6.2,,,,,,,,,1.0,,,,,21020.0,18.0,,,,,,,,,0.77,0.72,0.69,0.67,,2410.0,3459.0,58.0,7.0,8.86,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.3,,,178.0,1.7,48.0,,4700.0,2450.0,1.9,463.0,1.375,59.0,59.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
92,Bi,52724,0,,208.9804,83.0,-2975.550959,-502.950758,-484.716359,-120.613998,-111.883393,-95.532476,-27.07034,-23.218641,-16.084817,-6.382744000000001,-4.611934,-3.2936370000000004,-1.139408,,-0.426129,-0.180198,,,1.6,1.43,1837.0,94.2,31.0,13.4,,,,,,,,1.0,,,,,,9780.0,130.0,,,,,,,,1.17,,0.9,,,,1292.6,544.4,87.0,2.25,21.31,,,1.0,,,,,,1.0,,1.0,,,,0.33,,,12.0,,8.0,2.07,1790.0,,2.02,32.0,1.82,87.0,87.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
93,Na,159431,0,,22.98976928,11.0,-37.719975,-2.063401,-1.0606360000000001,-0.103415,,,,,,,,,,,,,,,1.8,1.9,1156.0,0.69,6.3,71.0,,,,,,1.0,,,,,,,2573.0,968.0,4.9,,,,,,1.16,,,,,,,,785.13,370.87,11.0,0.5,23.78,,,,,1.0,,1.0,,,,,,,,,,,3.3,,140.0,2.27,3200.0,,0.93,10.0,1.86,10.0,10.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
95,Ge,636526,0,,72.64,32.0,-396.29299100000003,-49.055282,-43.720129,-5.9614720000000005,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.87,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
96,Na,189460,0,,22.98976928,11.0,-37.719975,-2.063401,-1.0606360000000001,-0.103415,,,,,,,,,,,,,,,1.8,1.9,1156.0,0.69,6.3,71.0,,,,,,1.0,,,,,,,2573.0,968.0,4.9,,,,,,1.16,,,,,,,,785.13,370.87,11.0,0.5,23.78,,,,,1.0,,1.0,,,,,,,,,,,3.3,,140.0,2.27,3200.0,,0.93,10.0,1.86,10.0,10.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
97,Be,1425,0,,9.012182000000001,4.0,-3.856411,-0.205744,,,,,,,,,,,,,,,,,1.05,1.12,2742.0,600.0,130.0,11.3,,,,,,,1.0,,,,,,,1848.0,3.8,,,,,,,0.59,,,,,,,1182.0,1560.0,77.0,5.5,4.85,,,,,,,,1.0,,,,,,,0.032,,,132.0,0.026000000000000002,190.0,1.53,13000.0,1670.0,1.57,287.0,1.12,17.0,17.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
99,Sb,52199,0,,121.76,51.0,-1070.8234949999999,-159.171745,-149.214271,-31.098242,-26.956184000000004,-19.239895,-5.04964,-3.646579,-1.2973379999999999,,-0.44560500000000003,-0.185623,,,,,,,1.45,1.33,1860.0,294.0,42.0,11.0,,1.0,,,,,,1.0,,1.0,,,,6697.0,40.0,,,,,,,,0.9,,0.76,,,,956.22,903.78,88.0,3.0,18.19,,,1.0,,,,,,1.0,,1.0,,,,,0.55,,20.0,,24.0,2.06,3420.0,,2.05,55.0,1.61,88.0,88.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
100,Sb,52198,0,,121.76,51.0,-1070.8234949999999,-159.171745,-149.214271,-31.098242,-26.956184000000004,-19.239895,-5.04964,-3.646579,-1.2973379999999999,,-0.44560500000000003,-0.185623,,,,,,,1.45,1.33,1860.0,294.0,42.0,11.0,,1.0,,,,,,1.0,,1.0,,,,6697.0,40.0,,,,,,,,0.9,,0.76,,,,956.22,903.78,88.0,3.0,18.19,,,1.0,,,,,,1.0,,1.0,,,,,0.55,,20.0,,24.0,2.06,3420.0,,2.05,55.0,1.61,88.0,88.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
101,Rb,109019,0,,85.4678,37.0,-540.957115,-71.291202,-64.784678,-10.513861,-8.165416,-3.915508,-1.135051,-0.59217,,,-0.085375,,,,,,,,2.35,2.65,961.0,0.21600000000000003,2.5,,,,,,,1.0,,,,,,,2093.0,1532.0,13.3,,,,,,1.66,,,,,,,,648.54,312.46,9.0,0.3,55.76,,,,,,,1.0,,,,,,,,,,,,,58.0,3.03,1300.0,,0.82,2.4,2.537,8.0,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
102,Rb,109018,0,,85.4678,37.0,-540.957115,-71.291202,-64.784678,-10.513861,-8.165416,-3.915508,-1.135051,-0.59217,,,-0.085375,,,,,,,,2.35,2.65,961.0,0.21600000000000003,2.5,,,,,,,1.0,,,,,,,2093.0,1532.0,13.3,,,,,,1.66,,,,,,,,648.54,312.46,9.0,0.3,55.76,,,,,,,1.0,,,,,,,,,,,,,58.0,3.03,1300.0,,0.82,2.4,2.537,8.0,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
104,Ti,191187,0,,47.867,22.0,-177.276643,-19.457901,-16.285339,-2.258007,-1.422947,-0.17001,-0.167106,,,,,,,,,,,,1.4,1.76,3560.0,716.0,110.0,8.6,,,,,,,,,1.0,,,,,4507.0,40.0,,,,,,,1.0,0.81,0.745,,,,,1619.0,1941.0,51.0,6.0,10.64,,,,,1.0,,,1.0,1.0,1.0,,,,,0.32,,,44.0,0.4,22.0,,4140.0,970.0,1.54,116.0,1.462,52.0,52.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
105,Si,52458,0,,28.0855,14.0,-65.184426,-5.075056,-3.514938,-0.39813899999999997,-0.153293,,,,,,,,,,,,,,1.1,1.11,3173.0,,100.0,2.6,1.0,,,,,,,,1.0,,,,,2330.0,100000.0,,,,,,,,,0.54,,,,,1486.0,1687.0,85.0,6.5,12.06,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,0.28,,,,150.0,2.1,2200.0,,1.9,47.0,,85.0,85.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
106,Cs,42662,0,,132.9054519,55.0,-1256.738791,-191.981873,-180.995344,-39.851584,-35.166422999999995,-26.418398,-7.455966,-5.769326,-2.848386,,-0.915819,-0.504903,,,-0.078699,,,,2.6,2.98,944.0,0.14,1.6,,,,,,,1.0,,,,,,,1938.0,1879.0,21.0,,,,,,1.81,,,,,,,,642.41,301.59,8.0,0.2,70.94,,,,,,,1.0,,,,,,,,,,,,,36.0,3.43,,,0.79,1.7,2.719,7.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
107,Na,44757,0,,22.98976928,11.0,-37.719975,-2.063401,-1.0606360000000001,-0.103415,,,,,,,,,,,,,,,1.8,1.9,1156.0,0.69,6.3,71.0,,,,,,1.0,,,,,,,2573.0,968.0,4.9,,,,,,1.16,,,,,,,,785.13,370.87,11.0,0.5,23.78,,,,,1.0,,1.0,,,,,,,,,,,3.3,,140.0,2.27,3200.0,,0.93,10.0,1.86,10.0,10.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
108,Co,44989,0,,58.933195,27.0,-275.616639,-32.379758,-28.152095000000003,-3.651812,-2.3882849999999998,-0.322368,-0.204497,,,,,,,,,,,,1.35,1.52,3200.0,700.0,180.0,13.0,,,,,,,1.0,1.0,,,,,,8900.0,6.0,,,,,,,0.885,0.75,0.67,,,,,1432.0,1768.0,64.0,5.0,6.67,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.31,0.67,,75.0,,100.0,,4720.0,1043.0,1.88,209.0,1.25,67.0,67.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.885,0.75,0.67,0.79,0.685,,,,
109,Cs,173928,0,,132.9054519,55.0,-1256.738791,-191.981873,-180.995344,-39.851584,-35.166422999999995,-26.418398,-7.455966,-5.769326,-2.848386,,-0.915819,-0.504903,,,-0.078699,,,,2.6,2.98,944.0,0.14,1.6,,,,,,,1.0,,,,,,,1938.0,1879.0,21.0,,,,,,1.81,,,,,,,,642.41,301.59,8.0,0.2,70.94,,,,,,,1.0,,,,,,,,,,,,,36.0,3.43,,,0.79,1.7,2.719,7.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
111,I,151434,0,,126.90446999999999,53.0,-1161.787047,-175.073804,-164.60378799999998,-35.243351000000004,-30.831091999999998,-22.600693,-6.115811,-4.572522,-1.938179,,-0.5963390000000001,-0.267904,,,,,,,1.4,1.15,457.4,,7.7,,,,,1.0,,1.0,,1.0,,1.0,,1.0,819.0,4940.0,,,,,2.06,,,,,,1.09,,0.67,,70.55,386.85,97.0,,25.72,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,0.449,1.98,,,2.66,,,99.0,99.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
112,Zr,164572,0,,91.22399999999999,40.0,-639.292236,-87.237062,-80.01004300000001,-14.230432,-11.514415,-6.544643,-1.918971,-1.186597,-0.150673,,-0.162391,,,,,,,,1.55,2.06,4682.0,650.0,,5.7,,,,,,,,,1.0,,,,,6511.0,43.3,,,,,,,,,0.86,,,,,2554.0,2128.0,49.0,5.0,14.02,,,,,,,1.0,1.0,1.0,1.0,,,,,0.34,,,33.0,0.61,23.0,,3800.0,903.0,1.33,68.0,1.6019999999999999,51.0,51.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
114,La,104655,0,,138.90547,57.0,-1355.622446,-209.83115099999998,-198.325243,-44.856283000000005,-39.895838,-30.626696000000003,-9.000542999999999,-7.167724000000001,-3.95801,,-1.3249360000000001,-0.824498,-0.141085,,-0.132233,,,,1.95,,3743.0,363.0,28.0,12.1,,,,,,,,1.0,,,,,,6146.0,61.5,,,,,,,,1.172,,,,,,2550.0,1193.0,33.0,2.5,22.39,,,,,,,,1.0,1.0,,,,,,0.28,,,14.0,6.0,13.0,,2475.0,491.0,1.1,37.0,1.8769999999999998,47.0,47.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
115,Sc,52409,0,,44.955912,21.0,-160.184109,-17.206464,-14.240006,-1.988378,-1.233165,-0.13108,-0.156478,,,,,,,,,,,,1.6,1.84,3103.0,750.0,57.0,10.2,,,,,,,,1.0,,,,,,2985.0,55.0,,,,,,,,0.885,,,,,,1289.0,1814.0,19.0,,15.0,,,,,,,1.0,1.0,1.0,,,,,,0.28,,,29.0,0.05,16.0,2.11,,,1.36,74.0,1.641,49.0,49.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
116,Cs,173929,0,,132.9054519,55.0,-1256.738791,-191.981873,-180.995344,-39.851584,-35.166422999999995,-26.418398,-7.455966,-5.769326,-2.848386,,-0.915819,-0.504903,,,-0.078699,,,,2.6,2.98,944.0,0.14,1.6,,,,,,,1.0,,,,,,,1938.0,1879.0,21.0,,,,,,1.81,,,,,,,,642.41,301.59,8.0,0.2,70.94,,,,,,,1.0,,,,,,,,,,,,,36.0,3.43,,,0.79,1.7,2.719,7.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
117,Ta,250214,0,,180.94788,73.0,-2275.371387,-372.828724,-357.248334,-84.658467,-77.440942,-63.942521,-16.713337,-13.71981,-8.265848,-1.199347,-2.223807,-1.37653,-0.18246400000000002,,-0.174814,,,,1.45,2.0,5731.0,800.0,200.0,6.3,,,,,,,,,,1.0,,,,16650.0,13.5,,,,,,,,0.86,0.82,0.78,,,,2441.0,3290.0,52.0,6.5,10.85,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,0.34,0.78,,69.0,4.47,57.0,,3400.0,873.0,1.5,186.0,1.47,53.0,53.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
120,Si,109025,0,,28.0855,14.0,-65.184426,-5.075056,-3.514938,-0.39813899999999997,-0.153293,,,,,,,,,,,,,,1.1,1.11,3173.0,,100.0,2.6,1.0,,,,,,,,1.0,,,,,2330.0,100000.0,,,,,,,,,0.54,,,,,1486.0,1687.0,85.0,6.5,12.06,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,0.28,,,,150.0,2.1,2200.0,,1.9,47.0,,85.0,85.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
122,Mg,166868,0,,24.305,12.0,-45.973167,-2.903746,-1.71897,-0.175427,,,,,,,,,,,,,,,1.5,1.45,1363.0,260.0,45.0,8.2,,,,,,,1.0,,,,,,,1738.0,4.4,,,,,,,0.86,,,,,,,440.0,923.0,73.0,2.5,14.0,,,,,,,1.0,1.0,,,,,,,0.29,0.74,,17.0,,160.0,1.73,4602.0,,1.31,45.0,1.6,16.0,16.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
124,Co,184251,0,,58.933195,27.0,-275.616639,-32.379758,-28.152095000000003,-3.651812,-2.3882849999999998,-0.322368,-0.204497,,,,,,,,,,,,1.35,1.52,3200.0,700.0,180.0,13.0,,,,,,,1.0,1.0,,,,,,8900.0,6.0,,,,,,,0.885,0.75,0.67,,,,,1432.0,1768.0,64.0,5.0,6.67,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.31,0.67,,75.0,,100.0,,4720.0,1043.0,1.88,209.0,1.25,67.0,67.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.885,0.75,0.67,0.79,0.685,,,,
125,Sr,44723,0,,87.62,38.0,-572.870169,-76.491823,-69.745941,-11.771585,-9.301863,-4.813498,-1.455317,-0.8444889999999999,,,-0.131793,,,,,,,,2.0,2.19,1655.0,,,22.5,,,,,,,1.0,,,,,,,2630.0,13.5,,,,,,,1.32,,,,,,,605.0,1050.0,15.0,1.5,33.94,,,,,,,,1.0,,,,,,,0.28,,,6.1,,35.0,2.49,,,0.95,,2.151,14.0,14.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
126,Sr,44722,0,,87.62,38.0,-572.870169,-76.491823,-69.745941,-11.771585,-9.301863,-4.813498,-1.455317,-0.8444889999999999,,,-0.131793,,,,,,,,2.0,2.19,1655.0,,,22.5,,,,,,,1.0,,,,,,,2630.0,13.5,,,,,,,1.32,,,,,,,605.0,1050.0,15.0,1.5,33.94,,,,,,,,1.0,,,,,,,0.28,,,6.1,,35.0,2.49,,,0.95,,2.151,14.0,14.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
128,Cs,109022,0,,132.9054519,55.0,-1256.738791,-191.981873,-180.995344,-39.851584,-35.166422999999995,-26.418398,-7.455966,-5.769326,-2.848386,,-0.915819,-0.504903,,,-0.078699,,,,2.6,2.98,944.0,0.14,1.6,,,,,,,1.0,,,,,,,1938.0,1879.0,21.0,,,,,,1.81,,,,,,,,642.41,301.59,8.0,0.2,70.94,,,,,,,1.0,,,,,,,,,,,,,36.0,3.43,,,0.79,1.7,2.719,7.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
129,O,37059,0,,15.9994,8.0,-18.758245000000002,-0.8713620000000001,-0.338381,,,,,,,,,,,,,,,,0.6,0.48,90.2,,,,,,1.0,,,,,,,,,,154.6,,,,,1.26,,,,,,,,,,,35.4,54.8,101.0,,17.36,,,,1.0,1.0,,1.0,1.0,,,,,,,,,1.000271,,,0.02658,1.52,317.5,,3.44,,,97.0,97.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
130,Cs,109021,0,,132.9054519,55.0,-1256.738791,-191.981873,-180.995344,-39.851584,-35.166422999999995,-26.418398,-7.455966,-5.769326,-2.848386,,-0.915819,-0.504903,,,-0.078699,,,,2.6,2.98,944.0,0.14,1.6,,,,,,,1.0,,,,,,,1938.0,1879.0,21.0,,,,,,1.81,,,,,,,,642.41,301.59,8.0,0.2,70.94,,,,,,,1.0,,,,,,,,,,,,,36.0,3.43,,,0.79,1.7,2.719,7.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
133,Sc,246445,0,,44.955912,21.0,-160.184109,-17.206464,-14.240006,-1.988378,-1.233165,-0.13108,-0.156478,,,,,,,,,,,,1.6,1.84,3103.0,750.0,57.0,10.2,,,,,,,,1.0,,,,,,2985.0,55.0,,,,,,,,0.885,,,,,,1289.0,1814.0,19.0,,15.0,,,,,,,1.0,1.0,1.0,,,,,,0.28,,,29.0,0.05,16.0,2.11,,,1.36,74.0,1.641,49.0,49.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
134,Sc,246446,0,,44.955912,21.0,-160.184109,-17.206464,-14.240006,-1.988378,-1.233165,-0.13108,-0.156478,,,,,,,,,,,,1.6,1.84,3103.0,750.0,57.0,10.2,,,,,,,,1.0,,,,,,2985.0,55.0,,,,,,,,0.885,,,,,,1289.0,1814.0,19.0,,15.0,,,,,,,1.0,1.0,1.0,,,,,,0.28,,,29.0,0.05,16.0,2.11,,,1.36,74.0,1.641,49.0,49.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
135,Ce,102656,0,,140.116,58.0,-1406.1482839999999,-218.684842,-206.925148,-47.035283,-41.938282,-32.412569,-9.432744,-7.532106,-4.192548,-0.337442,-1.369728,-0.85011,-0.14055,,-0.133974,,,,1.85,,3633.0,412.0,22.0,6.3,,,,,,,,1.0,1.0,,,,,6689.0,74.0,,,,,,,,1.15,1.01,,,,,2565.0,1068.0,32.0,2.5,20.69,,,,,,,,1.0,1.0,1.0,,,,,0.24,,,14.0,0.022000000000000002,11.0,,2100.0,270.0,1.12,34.0,1.7069999999999999,46.0,46.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
136,V,151408,0,,50.9415,23.0,-195.22401399999998,-21.815345999999998,-18.435189,-2.526904,-1.610516,-0.20463399999999998,-0.175968,,,,,,,,,,,,1.35,1.71,3680.0,628.0,160.0,8.4,,,,,,,,,,1.0,,,,6110.0,20.0,,,,,,,0.93,0.78,0.72,0.68,,,,1497.0,2183.0,54.0,7.0,8.32,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.37,0.61,,47.0,5.4,31.0,,4560.0,628.0,1.63,128.0,1.347,55.0,55.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
